name,price,rating,ram,display,camera,battery,processor
"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)","₹20,999",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹12,999",4.2,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 128 GB)","₹17,999",4.5,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP + 2MP | 16MP Front Camera,7000 mAh Battery,Snapdragon 6 Gen 4 Processor
"REDMI A4 5G only on Jio SIM (Starry Black, 64 GB)","₹8,639",4.3,4 GB RAM | 64 GB ROM,17.48 cm (6.88 inch) Display,50MP Rear Camera,5160 mAh Battery,1 Year
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹11,816",4.5,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"Motorola G85 5G (Viva Magenta, 128 GB)","₹15,999",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor
"vivo T4x 5G (Marine Blue, 256 GB)","₹16,999",4.5,8 GB RAM | 256 GB ROM,17.07 cm (6.72 inch) Display,50MP + 2MP | 8MP Front Camera,6500 mAh Battery,Dimensity 7300 5G Processor
"POCO M6 Plus 5G (Misty Lavender, 128 GB)","₹9,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Battery,Snapdragon 4 Gen2 AE Processor
"Motorola Edge 50 Fusion (Forest Green, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor
"realme P3 5G (Space Silver, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)","₹22,999",4.5,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor
"realme P3x 5G (Midnight Blue, 128 GB)","₹13,999",4.4,8 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Full HD Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6400 Processor
"Samsung Galaxy A55 5G (Awesome Iceblue, 256 GB)","₹28,990",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,274",4.2,6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"vivo T4 5G (Phantom Grey, 128 GB)","₹21,999",4.5,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,7300 mAh Battery,Snapdragon 7s Gen 3 5G Processor
"realme P3 5G (Nebula Pink, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor
"realme P3 5G (Space Silver, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor
"realme P3x 5G (Lunar Silver, 128 GB)","₹12,999",4.4,6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Full HD Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6400 Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,584",4.2,6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"realme 14T 5G (Surf Green, 128 GB)","₹17,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,890",4.3,8 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"vivo T4 5G (Emerald Blaze, 256 GB)","₹23,999",4.5,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,7300 mAh Battery,Snapdragon 7s Gen 3 5G Processor
"vivo T4 5G (Phantom Grey, 256 GB)","₹25,999",4.5,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,7300 mAh Battery,Snapdragon 7s Gen 3 5G Processor
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹21,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor
"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)","₹24,999",4.5,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor
"OnePlus Nord CE4 lite 5G (SUPER SILVER, 128 GB)","₹17,182",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,1 year
"POCO M7 Pro 5G (Olive Twilight, 128 GB)","₹12,999",4.3,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 20MP Front Camera,5110 mAh Battery,Dimensity 7025 Ultra Processor
"POCO M7 Pro 5G (Lavender Frost, 256 GB)","₹14,999",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 20MP Front Camera,5110 mAh Battery,Dimensity 7025 Ultra Processor
"realme 14x 5G (Jewel Red, 128 GB)","₹14,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"REDMI A4 (Sparkle Purple, 128 GB)","₹9,451",4.3,4 GB RAM | 128 GB ROM,17.48 cm (6.88 inch) Display,50MP Rear Camera,5160 mAh Battery,1 Year
"Motorola g64 5G (Berry Red, 256 GB)","₹15,999",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"realme P2 Pro 5G (Parrot Green, 256 GB)","₹18,999",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor
"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)","₹23,999",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor
"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)","₹24,999",4.5,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor
"Nothing Phone (3a) (Black, 256 GB)","₹26,999",4.5,8 GB RAM | 256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera,5000 mAh Battery,7s Gen3 Processor
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹11,464",4.5,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"realme 12+ 5G (Pioneer Green, 128 GB)","₹14,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P3 5G (Comet Grey, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹14,499",4.2,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"Motorola g64 5G (Pearl Blue, 256 GB)","₹15,999",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)","₹22,999",4.5,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 128 GB)","₹17,999",4.5,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP + 2MP | 16MP Front Camera,7000 mAh Battery,Snapdragon 6 Gen 4 Processor
"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹21,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)","₹16,949",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,1 year
"POCO F7 5G (Phantom Black, 512 GB)","₹33,999",4.4,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera | 20MP Front Camera,7550 mAh Li-Polymer + Silicon Carbon Battery,8s Gen 4 Processor
"vivo T4 5G (Emerald Blaze, 128 GB)","₹21,999",4.5,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,7300 mAh Battery,Snapdragon 7s Gen 3 5G Processor
"POCO M7 Pro 5G (Olive Twilight, 256 GB)","₹14,999",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 20MP Front Camera,5110 mAh Battery,Dimensity 7025 Ultra Processor
"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 128 GB)","₹17,188",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,1 year
"realme P3 Ultra 5G (Neptune Blue, 256 GB)","₹24,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 8350 Ultra Processor
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 256 GB)","₹19,999",4.5,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 2MP | 16MP Front Camera,7000 mAh Battery,Snapdragon 6 Gen 4 Processor
"vivo T3 5G (Crystal Flake, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7200 Processor
"vivo T4 5G (Phantom Grey, 256 GB)","₹23,999",4.5,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,7300 mAh Battery,Snapdragon 7s Gen 3 5G Processor
"Samsung Galaxy A55 5G (Awesome Iceblue, 128 GB)","₹26,483",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor
"Motorola g64 5G (Ice Lilac, 128 GB)","₹13,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"vivo T4 5G (Emerald Blaze, 256 GB)","₹25,999",4.5,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,7300 mAh Battery,Snapdragon 7s Gen 3 5G Processor
"Motorola Edge 50 Fusion (Forest Blue, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor
"POCO M7 Pro 5G (Lunar Dust, 256 GB)","₹14,999",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 20MP Front Camera,5110 mAh Battery,Dimensity 7025 Ultra Processor
"realme P2 Pro 5G (Parrot Green, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor
"realme 14x 5G (Crystal Black, 128 GB)","₹14,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","₹10,999",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"realme P3 5G (Nebula Pink, 256 GB)","₹18,499",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor
"POCO F7 5G (Frost White, 256 GB)","₹31,999",4.4,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera | 20MP Front Camera,7550 mAh Li-Polymer + Silicon Carbon Battery,8s Gen 4 Processor
"Samsung M06 5G (Sage Green, 128 GB)","₹9,995",3.9,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)","₹32,999",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,Dimensity 8350 Processor
"Samsung Galaxy A55 5G (Awesome Navy, 128 GB)","₹26,805",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹11,499",4.2,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"MOTOROLA Edge 60 5G (PANTONE Gibraltar Sea, 256 GB)","₹25,999",4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor
"realme C75 5G (Midnight Lily, 128 GB)","₹13,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"CMF by Nothing Phone 2 Pro (Black, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"POCO X7 5G (Yellow, 128 GB)","₹16,999",4.3,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP + 2MP | 20MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultra Processor
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 256 GB)","₹22,375",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,1 year
"realme 14x 5G (Golden Glow, 128 GB)","₹14,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"POCO X7 5G (Yellow, 256 GB)","₹18,999",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP + 2MP | 20MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultra Processor
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹11,880",4.7,4 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"realme P3 5G (Nebula Pink, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor
"POCO F7 5G (Cyber Silver Edition, 256 GB)","₹31,999",4.4,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera | 20MP Front Camera,7550 mAh Li-Polymer + Silicon Carbon Battery,8s Gen 4 Processor
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹21,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor
"CMF by Nothing Phone 2 Pro (Light Green, 256 GB)","₹20,999",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999",4.5,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Full HD+ AMOLED Display,50MP + 8MP | 16MP Front Camera,5500 mAh Battery,Snapdragon 7 Gen 3 Processor
"realme P3 Ultra 5G (Neptune Blue, 128 GB)","₹22,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 8350 Ultra Processor
"realme P3 Ultra 5G (Glowing Lunar White, 128 GB)","₹22,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 8350 Ultra Processor
"realme 14T 5G (Surf Green, 256 GB)","₹19,999",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"realme P2 Pro 5G (Eagle Grey, 512 GB)","₹23,999",4.4,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor
"Motorola G85 5G (Urban Grey, 128 GB)","₹15,999",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor
"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)","₹17,999",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,7s Gen 2 Processor
"Motorola g64 5G (Mint Green, 128 GB)","₹13,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"CMF by Nothing Phone 2 Pro (White, 256 GB)","₹20,999",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"CMF by Nothing Phone 2 Pro (White, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"REDMI 13c 5G (Startrail Green, 128 GB)",,4.3,4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"REDMI 14C 5G (Stargaze Black, 64 GB)","₹9,499",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"REDMI 13c 5G (Starlight Black, 128 GB)","₹11,379",4.3,4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"Motorola g64 5G (Mint Green, 256 GB)","₹15,999",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)","₹19,999",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,7s Gen 2 Processor
"Nothing Phone (3a) Pro (Grey, 256 GB)","₹33,999",4.5,12 GB RAM | 256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,7s Gen3 Processor
"Tecno Pova 6 Neo 5G (Midnight Shadow, 256 GB)","₹13,999",4.1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,108MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 5G Processor
"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)","₹26,999",4.5,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 8350 Ultra Processor
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹11,499",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"Infinix Hot 50 5G (Sage Green, 128 GB)","₹10,499",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor
"Samsung Galaxy S24 5G (Marble Gray, 128 GB)","₹46,999",4.6,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,Exynos 2400 Processor
"Motorola g64 5G (Berry Red, 256 GB)","₹15,999",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"CMF by Nothing Phone 2 Pro (Orange, 256 GB)","₹20,999",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"CMF by Nothing Phone 2 Pro (Light Green, 256 GB)","₹20,999",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹11,816",4.5,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"CMF by Nothing Phone 2 Pro (Black, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor
"Infinix GT 30 Pro 5G+ (Dark Flare, 256 GB)","₹24,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,108MP + 8MP | 13MP Front Camera,5500 mAh Battery,Dimensity 8350 Ultimate Processor
"Samsung Galaxy M35 5G (Thunder Grey, 128 GB)","₹15,939",4.4,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 YEAR
